event_id,location,time_start,time_end,direction,class,footage_id
252,pcss,2025-08-06 12:27:20.120,2025-08-06 12:27:21.040,right,truck,pcss_06-08-11-58
253,pcss,2025-08-06 12:27:29.480,2025-08-06 12:27:32.620,right,truck,pcss_06-08-11-58
254,pcss,2025-08-06 12:28:39.920,2025-08-06 12:28:43.020,right,tram,pcss_06-08-12-28
255,pcss,2025-08-06 12:28:44.820,2025-08-06 12:28:45.280,right,truck,pcss_06-08-12-28
256,pcss,2025-08-06 12:29:08.120,2025-08-06 12:29:08.500,right,truck,pcss_06-08-12-28
257,pcss,2025-08-06 12:29:08.920,2025-08-06 12:29:10.180,right,truck,pcss_06-08-12-28
258,pcss,2025-08-06 12:29:11.580,2025-08-06 12:29:13.640,left,tram,pcss_06-08-12-28
259,pcss,2025-08-06 12:29:14.800,2025-08-06 12:29:19.860,left,truck,pcss_06-08-12-28
260,pcss,2025-08-06 12:29:30.220,2025-08-06 12:29:30.940,right,truck,pcss_06-08-12-28
261,pcss,2025-08-06 12:30:31.180,2025-08-06 12:30:31.940,right,truck,pcss_06-08-12-28
262,pcss,2025-08-06 12:30:33.900,2025-08-06 12:30:37.000,right,tram,pcss_06-08-12-28
263,pcss,2025-08-06 12:31:02.060,2025-08-06 12:31:02.760,right,truck,pcss_06-08-12-28
264,pcss,2025-08-06 12:31:20.940,2025-08-06 12:31:21.240,right,truck,pcss_06-08-12-28
265,pcss,2025-08-06 12:32:44.480,2025-08-06 12:32:44.760,right,truck,pcss_06-08-12-28
266,pcss,2025-08-06 12:34:46.880,2025-08-06 12:34:48.300,right,truck,pcss_06-08-12-28
267,pcss,2025-08-06 12:34:52.180,2025-08-06 12:34:53.300,right,truck,pcss_06-08-12-28
268,pcss,2025-08-06 12:34:57.720,2025-08-06 12:34:58.800,right,truck,pcss_06-08-12-28
269,pcss,2025-08-06 12:35:00.020,2025-08-06 12:35:01.840,right,truck,pcss_06-08-12-28
270,pcss,2025-08-06 12:35:05.420,2025-08-06 12:35:05.420,unknown,truck,pcss_06-08-12-28
271,pcss,2025-08-06 12:35:06.000,2025-08-06 12:35:06.340,right,truck,pcss_06-08-12-28
272,pcss,2025-08-06 12:35:19.780,2025-08-06 12:35:20.820,right,truck,pcss_06-08-12-28
273,pcss,2025-08-06 12:35:33.400,2025-08-06 12:35:33.700,right,truck,pcss_06-08-12-28
274,pcss,2025-08-06 12:35:59.520,2025-08-06 12:36:03.840,left,tram,pcss_06-08-12-28
275,pcss,2025-08-06 12:36:04.460,2025-08-06 12:36:04.800,right,truck,pcss_06-08-12-28
276,pcss,2025-08-06 12:36:32.640,2025-08-06 12:36:34.000,right,truck,pcss_06-08-12-28
277,pcss,2025-08-06 12:36:43.960,2025-08-06 12:36:51.140,right,tram,pcss_06-08-12-28
278,pcss,2025-08-06 12:36:44.920,2025-08-06 12:36:52.700,right,truck,pcss_06-08-12-28
279,pcss,2025-08-06 12:36:57.180,2025-08-06 12:36:58.280,right,truck,pcss_06-08-12-28
280,pcss,2025-08-06 12:37:13.320,2025-08-06 12:37:16.340,right,tram,pcss_06-08-12-28
281,pcss,2025-08-06 12:37:19.620,2025-08-06 12:37:19.960,right,truck,pcss_06-08-12-28
282,srodka,2025-08-06 16:30:23.220,2025-08-06 16:30:23.220,unknown,tram,srodka_06-08-16-30
283,srodka,2025-08-06 16:30:26.600,2025-08-06 16:30:30.240,right,tram,srodka_06-08-16-30
284,srodka,2025-08-06 16:33:58.840,2025-08-06 16:33:58.860,unknown,tram,srodka_06-08-16-30
285,srodka,2025-08-06 16:36:48.640,2025-08-06 16:36:48.940,left,tram,srodka_06-08-16-30
286,srodka,2025-08-06 16:41:53.200,2025-08-06 16:41:55.100,left,tram,srodka_06-08-16-30
287,srodka,2025-08-06 16:44:19.060,2025-08-06 16:44:19.060,unknown,truck,srodka_06-08-16-30
288,srodka,2025-08-06 16:44:59.060,2025-08-06 16:44:59.100,unknown,tram,srodka_06-08-16-30
289,srodka,2025-08-06 16:45:29.460,2025-08-06 16:45:30.540,right,tram,srodka_06-08-16-30
290,srodka,2025-08-06 16:47:34.860,2025-08-06 16:47:35.420,left,tram,srodka_06-08-16-30
291,srodka,2025-08-06 16:50:55.000,2025-08-06 16:50:55.280,left,tram,srodka_06-08-16-30
292,srodka,2025-08-06 16:54:38.040,2025-08-06 16:54:38.100,unknown,truck,srodka_06-08-16-30
293,srodka,2025-08-06 16:56:56.180,2025-08-06 16:56:56.560,right,tram,srodka_06-08-16-30
294,srodka,2025-08-06 16:58:23.240,2025-08-06 16:58:23.300,left,tram,srodka_06-08-16-30
295,srodka,2025-08-06 17:01:22.600,2025-08-06 17:01:22.600,unknown,truck,srodka_06-08-17-00
296,srodka,2025-08-06 17:05:49.700,2025-08-06 17:05:49.780,unknown,tram,srodka_06-08-17-00
297,srodka,2025-08-06 17:06:09.860,2025-08-06 17:06:12.900,left,tram,srodka_06-08-17-00
298,srodka,2025-08-06 17:07:37.460,2025-08-06 17:07:41.780,right,tram,srodka_06-08-17-00
299,srodka,2025-08-06 17:10:18.860,2025-08-06 17:10:23.840,right,tram,srodka_06-08-17-00
300,srodka,2025-08-06 17:12:03.160,2025-08-06 17:12:05.160,left,tram,srodka_06-08-17-00
0,pcss,2025-08-07 14:57:30.020,2025-08-07 14:57:31.540,left,tram,pcss_07-08-14-57-30
1,pcss,2025-08-07 14:57:32.980,2025-08-07 14:57:34.020,left,tram,pcss_07-08-14-57-30
2,pcss,2025-08-07 14:58:15.720,2025-08-07 14:58:17.700,right,truck,pcss_07-08-14-57-30
3,pcss,2025-08-07 14:58:45.660,2025-08-07 14:58:45.700,unknown,tram,pcss_07-08-14-57-30
4,pcss,2025-08-07 14:58:47.040,2025-08-07 14:58:49.320,right,tram,pcss_07-08-14-57-30
5,pcss,2025-08-07 14:59:23.960,2025-08-07 14:59:26.640,right,truck,pcss_07-08-14-57-30
6,pcss,2025-08-07 14:59:31.960,2025-08-07 14:59:34.400,right,truck,pcss_07-08-14-57-30
7,pcss,2025-08-07 14:59:35.720,2025-08-07 14:59:35.900,right,tram,pcss_07-08-14-57-30
8,pcss,2025-08-07 14:59:37.020,2025-08-07 14:59:39.240,right,tram,pcss_07-08-14-57-30
9,pcss,2025-08-07 15:00:02.380,2025-08-07 15:00:02.420,unknown,truck,pcss_07-08-14-57-30
10,pcss,2025-08-07 15:00:03.320,2025-08-07 15:00:05.120,right,truck,pcss_07-08-14-57-30
11,pcss,2025-08-07 15:00:55.060,2025-08-07 15:01:05.240,right,truck,pcss_07-08-14-57-30
12,pcss,2025-08-07 15:01:27.740,2025-08-07 15:01:35.460,right,truck,pcss_07-08-14-57-30
13,pcss,2025-08-07 15:01:41.760,2025-08-07 15:02:15.900,right,truck,pcss_07-08-14-57-30
14,pcss,2025-08-07 15:02:25.120,2025-08-07 15:02:25.120,unknown,truck,pcss_07-08-14-57-30
15,pcss,2025-08-07 15:02:48.420,2025-08-07 15:02:50.200,left,tram,pcss_07-08-14-57-30
16,pcss,2025-08-07 15:03:34.780,2025-08-07 15:03:36.540,right,truck,pcss_07-08-14-57-30
17,pcss,2025-08-07 15:03:54.840,2025-08-07 15:03:57.080,right,tram,pcss_07-08-14-57-30
18,pcss,2025-08-07 15:03:57.500,2025-08-07 15:03:59.680,right,tram,pcss_07-08-14-57-30
19,pcss,2025-08-07 15:04:20.800,2025-08-07 15:04:22.740,right,truck,pcss_07-08-14-57-30
20,pcss,2025-08-07 15:04:23.780,2025-08-07 15:04:25.000,right,truck,pcss_07-08-14-57-30
21,pcss,2025-08-07 15:05:13.540,2025-08-07 15:05:15.320,right,truck,pcss_07-08-14-57-30
22,pcss,2025-08-07 15:05:24.280,2025-08-07 15:05:26.240,left,tram,pcss_07-08-14-57-30
23,pcss,2025-08-07 15:05:27.600,2025-08-07 15:05:31.480,left,tram,pcss_07-08-14-57-30
24,pcss,2025-08-07 15:06:00.040,2025-08-07 15:06:00.040,unknown,truck,pcss_07-08-14-57-30
25,pcss,2025-08-07 15:06:49.880,2025-08-07 15:06:49.900,unknown,truck,pcss_07-08-14-57-30
26,pcss,2025-08-07 15:07:01.440,2025-08-07 15:07:01.780,left,truck,pcss_07-08-14-57-30
27,pcss,2025-08-07 15:07:10.300,2025-08-07 15:07:11.240,right,tram,pcss_07-08-14-57-30
28,pcss,2025-08-07 15:07:12.140,2025-08-07 15:07:13.860,right,tram,pcss_07-08-14-57-30
30,pcss,2025-08-07 15:08:50.740,2025-08-07 15:08:51.800,right,truck,pcss_07-08-14-57-30
31,pcss,2025-08-07 15:08:51.920,2025-08-07 15:08:52.000,left,tram,pcss_07-08-14-57-30
29,pcss,2025-08-07 15:08:48.700,2025-08-07 15:08:55.680,left,tram,pcss_07-08-14-57-30
32,pcss,2025-08-07 15:09:08.000,2025-08-07 15:09:08.340,right,truck,pcss_07-08-14-57-30
33,pcss,2025-08-07 15:10:00.320,2025-08-07 15:10:02.380,right,truck,pcss_07-08-14-57-30
34,pcss,2025-08-07 15:10:20.560,2025-08-07 15:10:23.220,right,truck,pcss_07-08-14-57-30
35,pcss,2025-08-07 15:11:34.980,2025-08-07 15:11:35.060,right,truck,pcss_07-08-14-57-30
37,pcss,2025-08-07 15:12:34.940,2025-08-07 15:12:37.760,right,tram,pcss_07-08-14-57-30
38,pcss,2025-08-07 15:12:40.040,2025-08-07 15:12:40.080,unknown,tram,pcss_07-08-14-57-30
36,pcss,2025-08-07 15:12:30.960,2025-08-07 15:12:41.100,right,tram,pcss_07-08-14-57-30
39,pcss,2025-08-07 15:13:02.020,2025-08-07 15:13:02.060,right,truck,pcss_07-08-14-57-30
40,pcss,2025-08-07 15:13:13.820,2025-08-07 15:13:16.060,right,truck,pcss_07-08-14-57-30
41,pcss,2025-08-07 15:13:38.340,2025-08-07 15:13:39.480,right,truck,pcss_07-08-14-57-30
42,pcss,2025-08-07 15:13:41.900,2025-08-07 15:13:42.740,right,tram,pcss_07-08-14-57-30
43,pcss,2025-08-07 15:13:44.040,2025-08-07 15:13:46.400,right,tram,pcss_07-08-14-57-30
44,pcss,2025-08-07 15:15:31.760,2025-08-07 15:15:33.120,left,tram,pcss_07-08-14-57-30
45,pcss,2025-08-07 15:15:34.620,2025-08-07 15:15:37.820,left,tram,pcss_07-08-14-57-30
46,pcss,2025-08-07 15:15:43.580,2025-08-07 15:15:46.880,right,tram,pcss_07-08-14-57-30
47,pcss,2025-08-07 15:15:47.540,2025-08-07 15:15:49.380,right,tram,pcss_07-08-14-57-30
48,pcss,2025-08-07 15:16:01.640,2025-08-07 15:16:01.940,right,truck,pcss_07-08-14-57-30
49,pcss,2025-08-07 15:17:01.060,2025-08-07 15:17:01.060,unknown,truck,pcss_07-08-14-57-30
50,pcss,2025-08-07 15:17:15.560,2025-08-07 15:17:19.460,right,truck,pcss_07-08-14-57-30
51,pcss,2025-08-07 15:17:43.820,2025-08-07 15:17:45.600,left,tram,pcss_07-08-14-57-30
53,pcss,2025-08-07 15:18:09.360,2025-08-07 15:18:10.140,right,truck,pcss_07-08-14-57-30
52,pcss,2025-08-07 15:18:07.360,2025-08-07 15:18:16.840,right,truck,pcss_07-08-14-57-30
54,pcss,2025-08-07 15:18:44.860,2025-08-07 15:18:47.580,right,truck,pcss_07-08-14-57-30
55,pcss,2025-08-07 15:19:41.020,2025-08-07 15:19:42.000,right,truck,pcss_07-08-14-57-30
56,pcss,2025-08-07 15:20:27.360,2025-08-07 15:20:28.100,right,truck,pcss_07-08-14-57-30
58,pcss,2025-08-07 15:20:39.560,2025-08-07 15:20:40.160,right,tram,pcss_07-08-14-57-30
57,pcss,2025-08-07 15:20:38.000,2025-08-07 15:20:41.480,right,tram,pcss_07-08-14-57-30
59,pcss,2025-08-07 15:21:32.680,2025-08-07 15:21:32.740,right,truck,pcss_07-08-14-57-30
60,pcss,2025-08-07 15:21:57.680,2025-08-07 15:22:03.000,unknown,truck,pcss_07-08-14-57-30
61,pcss,2025-08-07 15:22:11.580,2025-08-07 15:22:12.180,right,truck,pcss_07-08-14-57-30
62,pcss,2025-08-07 15:22:24.380,2025-08-07 15:22:27.800,right,truck,pcss_07-08-14-57-30
63,pcss,2025-08-07 15:22:30.880,2025-08-07 15:22:31.100,right,truck,pcss_07-08-14-57-30
64,pcss,2025-08-07 15:22:32.720,2025-08-07 15:22:32.980,right,truck,pcss_07-08-14-57-30
65,pcss,2025-08-07 15:22:37.340,2025-08-07 15:22:39.820,right,tram,pcss_07-08-14-57-30
67,pcss,2025-08-07 15:22:43.000,2025-08-07 15:22:43.040,unknown,truck,pcss_07-08-14-57-30
66,pcss,2025-08-07 15:22:39.680,2025-08-07 15:22:45.320,right,truck,pcss_07-08-14-57-30
68,pcss,2025-08-07 15:23:01.200,2025-08-07 15:23:01.280,unknown,truck,pcss_07-08-14-57-30
69,pcss,2025-08-07 15:24:46.340,2025-08-07 15:24:47.380,left,tram,pcss_07-08-14-57-30
70,pcss,2025-08-07 15:25:14.580,2025-08-07 15:25:19.820,right,truck,pcss_07-08-14-57-30
71,pcss,2025-08-07 15:25:35.900,2025-08-07 15:25:38.460,right,truck,pcss_07-08-14-57-30
72,pcss,2025-08-07 15:26:13.360,2025-08-07 15:26:17.520,right,truck,pcss_07-08-14-57-30
73,pcss,2025-08-07 15:26:40.300,2025-08-07 15:26:42.120,left,tram,pcss_07-08-14-57-30
74,pcss,2025-08-07 15:26:43.420,2025-08-07 15:26:46.460,left,tram,pcss_07-08-14-57-30
75,pcss,2025-08-07 15:27:19.180,2025-08-07 15:27:20.320,right,tram,pcss_07-08-14-57-30
0,pcss,2025-08-07 15:27:21.080,2025-08-07 15:27:23.540,right,tram,pcss_07-08-15-27-20
1,pcss,2025-08-07 15:27:55.160,2025-08-07 15:27:57.560,right,truck,pcss_07-08-15-27-20
2,pcss,2025-08-07 15:28:13.380,2025-08-07 15:28:14.280,right,truck,pcss_07-08-15-27-20
3,pcss,2025-08-07 15:28:25.020,2025-08-07 15:28:25.300,right,tram,pcss_07-08-15-27-20
4,pcss,2025-08-07 15:28:27.560,2025-08-07 15:28:33.800,left,truck,pcss_07-08-15-27-20
5,pcss,2025-08-07 15:29:16.820,2025-08-07 15:29:16.820,unknown,truck,pcss_07-08-15-27-20
6,pcss,2025-08-07 15:30:03.620,2025-08-07 15:30:03.620,unknown,truck,pcss_07-08-15-27-20
7,pcss,2025-08-07 15:30:39.080,2025-08-07 15:30:40.840,right,truck,pcss_07-08-15-27-20
8,pcss,2025-08-07 15:30:57.680,2025-08-07 15:30:57.820,right,truck,pcss_07-08-15-27-20
9,pcss,2025-08-07 15:30:59.380,2025-08-07 15:31:00.120,right,truck,pcss_07-08-15-27-20
10,pcss,2025-08-07 15:31:24.100,2025-08-07 15:31:26.400,left,tram,pcss_07-08-15-27-20
11,pcss,2025-08-07 15:31:28.040,2025-08-07 15:31:31.520,left,tram,pcss_07-08-15-27-20
12,pcss,2025-08-07 15:31:39.440,2025-08-07 15:31:39.720,right,truck,pcss_07-08-15-27-20
13,pcss,2025-08-07 15:31:42.660,2025-08-07 15:31:45.580,right,truck,pcss_07-08-15-27-20
14,pcss,2025-08-07 15:32:03.500,2025-08-07 15:32:07.160,right,truck,pcss_07-08-15-27-20
15,pcss,2025-08-07 15:32:09.160,2025-08-07 15:32:11.000,right,truck,pcss_07-08-15-27-20
16,pcss,2025-08-07 15:32:48.920,2025-08-07 15:32:48.920,unknown,truck,pcss_07-08-15-27-20
17,pcss,2025-08-07 15:32:49.620,2025-08-07 15:32:49.620,unknown,truck,pcss_07-08-15-27-20
18,pcss,2025-08-07 15:33:00.240,2025-08-07 15:33:03.360,right,truck,pcss_07-08-15-27-20
19,pcss,2025-08-07 15:33:56.000,2025-08-07 15:33:57.240,right,tram,pcss_07-08-15-27-20
20,pcss,2025-08-07 15:33:58.900,2025-08-07 15:34:01.520,right,tram,pcss_07-08-15-27-20
21,pcss,2025-08-07 15:34:12.820,2025-08-07 15:34:12.820,unknown,truck,pcss_07-08-15-27-20
22,pcss,2025-08-07 15:34:44.780,2025-08-07 15:34:47.980,right,truck,pcss_07-08-15-27-20
23,pcss,2025-08-07 15:35:01.660,2025-08-07 15:35:01.760,right,truck,pcss_07-08-15-27-20
24,pcss,2025-08-07 15:35:01.880,2025-08-07 15:35:02.360,right,truck,pcss_07-08-15-27-20
26,pcss,2025-08-07 15:35:17.020,2025-08-07 15:35:17.660,right,truck,pcss_07-08-15-27-20
25,pcss,2025-08-07 15:35:10.740,2025-08-07 15:35:20.260,right,tram,pcss_07-08-15-27-20
27,pcss,2025-08-07 15:35:53.720,2025-08-07 15:35:53.720,unknown,truck,pcss_07-08-15-27-20
28,pcss,2025-08-07 15:36:58.460,2025-08-07 15:36:58.460,unknown,truck,pcss_07-08-15-27-20
29,pcss,2025-08-07 15:38:05.440,2025-08-07 15:38:17.340,right,truck,pcss_07-08-15-27-20
30,pcss,2025-08-07 15:39:33.200,2025-08-07 15:39:35.020,right,truck,pcss_07-08-15-27-20
31,pcss,2025-08-07 15:39:49.220,2025-08-07 15:39:49.900,right,truck,pcss_07-08-15-27-20
32,pcss,2025-08-07 15:39:56.380,2025-08-07 15:39:57.780,right,truck,pcss_07-08-15-27-20
33,pcss,2025-08-07 15:40:12.620,2025-08-07 15:40:15.800,right,truck,pcss_07-08-15-27-20
34,pcss,2025-08-07 15:40:25.300,2025-08-07 15:40:28.560,right,truck,pcss_07-08-15-27-20
35,pcss,2025-08-07 15:40:31.900,2025-08-07 15:40:32.180,right,truck,pcss_07-08-15-27-20
36,pcss,2025-08-07 15:41:02.100,2025-08-07 15:41:02.120,right,tram,pcss_07-08-15-27-20
37,pcss,2025-08-07 15:41:11.340,2025-08-07 15:41:12.080,left,tram,pcss_07-08-15-27-20
38,pcss,2025-08-07 15:42:27.920,2025-08-07 15:42:29.700,left,tram,pcss_07-08-15-27-20
39,pcss,2025-08-07 15:42:49.940,2025-08-07 15:42:50.900,left,truck,pcss_07-08-15-27-20
40,pcss,2025-08-07 15:42:50.960,2025-08-07 15:42:55.620,right,truck,pcss_07-08-15-27-20
41,pcss,2025-08-07 15:42:59.980,2025-08-07 15:43:01.020,right,truck,pcss_07-08-15-27-20
43,pcss,2025-08-07 15:43:31.360,2025-08-07 15:43:32.060,right,tram,pcss_07-08-15-27-20
44,pcss,2025-08-07 15:43:41.520,2025-08-07 15:43:41.620,right,tram,pcss_07-08-15-27-20
42,pcss,2025-08-07 15:43:30.120,2025-08-07 15:44:31.440,right,truck,pcss_07-08-15-27-20
45,pcss,2025-08-07 15:45:20.200,2025-08-07 15:45:20.240,right,truck,pcss_07-08-15-27-20
46,pcss,2025-08-07 15:45:21.360,2025-08-07 15:45:21.400,unknown,truck,pcss_07-08-15-27-20
47,pcss,2025-08-07 15:45:39.400,2025-08-07 15:45:40.420,right,truck,pcss_07-08-15-27-20
49,pcss,2025-08-07 15:46:27.600,2025-08-07 15:46:29.500,left,tram,pcss_07-08-15-27-20
48,pcss,2025-08-07 15:46:14.100,2025-08-07 15:46:41.680,right,truck,pcss_07-08-15-27-20
50,pcss,2025-08-07 15:47:59.760,2025-08-07 15:47:59.760,unknown,truck,pcss_07-08-15-27-20
51,pcss,2025-08-07 15:48:01.300,2025-08-07 15:48:01.460,right,truck,pcss_07-08-15-27-20
52,pcss,2025-08-07 15:48:40.880,2025-08-07 15:48:43.480,right,truck,pcss_07-08-15-27-20
53,pcss,2025-08-07 15:48:47.020,2025-08-07 15:48:47.060,right,tram,pcss_07-08-15-27-20
54,pcss,2025-08-07 15:50:31.880,2025-08-07 15:50:35.180,right,truck,pcss_07-08-15-27-20
55,pcss,2025-08-07 15:52:39.260,2025-08-07 15:52:40.940,right,tram,pcss_07-08-15-27-20
56,pcss,2025-08-07 15:52:41.180,2025-08-07 15:52:42.540,right,tram,pcss_07-08-15-27-20
57,pcss,2025-08-07 15:52:47.080,2025-08-07 15:52:50.820,right,truck,pcss_07-08-15-27-20
58,pcss,2025-08-07 15:53:11.000,2025-08-07 15:53:11.000,unknown,truck,pcss_07-08-15-27-20
59,pcss,2025-08-07 15:53:13.960,2025-08-07 15:53:18.800,right,truck,pcss_07-08-15-27-20
60,pcss,2025-08-07 15:53:22.620,2025-08-07 15:53:26.760,right,tram,pcss_07-08-15-27-20
61,pcss,2025-08-07 15:53:28.180,2025-08-07 15:53:32.060,right,truck,pcss_07-08-15-27-20
62,pcss,2025-08-07 15:53:33.000,2025-08-07 15:53:35.360,right,truck,pcss_07-08-15-27-20
63,pcss,2025-08-07 15:54:32.420,2025-08-07 15:54:34.100,right,truck,pcss_07-08-15-27-20
64,pcss,2025-08-07 15:54:42.220,2025-08-07 15:54:48.500,right,truck,pcss_07-08-15-27-20
65,pcss,2025-08-07 15:55:11.020,2025-08-07 15:55:11.100,right,truck,pcss_07-08-15-27-20
66,pcss,2025-08-07 15:55:59.760,2025-08-07 15:56:05.160,right,truck,pcss_07-08-15-27-20
67,pcss,2025-08-07 15:56:36.140,2025-08-07 15:56:37.980,left,tram,pcss_07-08-15-27-20
68,pcss,2025-08-07 15:56:39.620,2025-08-07 15:56:39.900,left,tram,pcss_07-08-15-27-20
69,pcss,2025-08-07 15:57:04.040,2025-08-07 15:57:08.840,right,truck,pcss_07-08-15-27-20
0,pcss,2025-08-07 15:57:12.480,2025-08-07 15:57:13.360,right,truck,pcss_07-08-15-57-10
1,pcss,2025-08-07 15:57:25.180,2025-08-07 15:57:25.360,right,truck,pcss_07-08-15-57-10
2,pcss,2025-08-07 15:57:56.340,2025-08-07 15:57:59.960,right,truck,pcss_07-08-15-57-10
3,pcss,2025-08-07 15:58:03.040,2025-08-07 15:58:07.660,right,truck,pcss_07-08-15-57-10
4,pcss,2025-08-07 15:58:29.500,2025-08-07 15:58:34.300,right,tram,pcss_07-08-15-57-10
5,pcss,2025-08-07 15:58:34.880,2025-08-07 15:58:37.280,right,tram,pcss_07-08-15-57-10
6,pcss,2025-08-07 15:59:06.880,2025-08-07 15:59:11.100,right,truck,pcss_07-08-15-57-10
7,pcss,2025-08-07 15:59:11.900,2025-08-07 15:59:13.640,right,truck,pcss_07-08-15-57-10
8,pcss,2025-08-07 16:00:15.120,2025-08-07 16:00:15.160,unknown,truck,pcss_07-08-15-57-10
9,pcss,2025-08-07 16:00:16.640,2025-08-07 16:00:19.580,right,truck,pcss_07-08-15-57-10
10,pcss,2025-08-07 16:00:42.040,2025-08-07 16:00:50.980,right,truck,pcss_07-08-15-57-10
11,pcss,2025-08-07 16:00:52.860,2025-08-07 16:00:53.000,right,truck,pcss_07-08-15-57-10
12,pcss,2025-08-07 16:01:10.980,2025-08-07 16:01:12.940,right,truck,pcss_07-08-15-57-10
13,pcss,2025-08-07 16:01:14.500,2025-08-07 16:01:14.500,unknown,truck,pcss_07-08-15-57-10
14,pcss,2025-08-07 16:01:24.120,2025-08-07 16:01:25.340,right,tram,pcss_07-08-15-57-10
15,pcss,2025-08-07 16:01:25.360,2025-08-07 16:01:27.120,right,tram,pcss_07-08-15-57-10
16,pcss,2025-08-07 16:01:58.920,2025-08-07 16:02:05.420,right,truck,pcss_07-08-15-57-10
17,pcss,2025-08-07 16:02:20.460,2025-08-07 16:02:55.880,right,truck,pcss_07-08-15-57-10
18,pcss,2025-08-07 16:03:07.320,2025-08-07 16:03:09.080,left,tram,pcss_07-08-15-57-10
19,pcss,2025-08-07 16:03:10.380,2025-08-07 16:03:10.380,unknown,tram,pcss_07-08-15-57-10
20,pcss,2025-08-07 16:03:40.520,2025-08-07 16:03:42.060,right,tram,pcss_07-08-15-57-10
21,pcss,2025-08-07 16:03:42.120,2025-08-07 16:03:51.260,right,tram,pcss_07-08-15-57-10
22,pcss,2025-08-07 16:04:09.820,2025-08-07 16:04:09.820,unknown,truck,pcss_07-08-15-57-10
24,pcss,2025-08-07 16:04:11.540,2025-08-07 16:04:12.380,right,tram,pcss_07-08-15-57-10
23,pcss,2025-08-07 16:04:11.180,2025-08-07 16:04:15.300,right,truck,pcss_07-08-15-57-10
25,pcss,2025-08-07 16:04:14.540,2025-08-07 16:04:15.300,left,tram,pcss_07-08-15-57-10
26,pcss,2025-08-07 16:04:27.280,2025-08-07 16:04:35.160,right,truck,pcss_07-08-15-57-10
27,pcss,2025-08-07 16:05:26.600,2025-08-07 16:05:27.280,right,tram,pcss_07-08-15-57-10
28,pcss,2025-08-07 16:05:28.380,2025-08-07 16:05:29.920,right,tram,pcss_07-08-15-57-10
29,pcss,2025-08-07 16:07:11.020,2025-08-07 16:07:15.220,right,truck,pcss_07-08-15-57-10
30,pcss,2025-08-07 16:07:34.640,2025-08-07 16:07:36.280,right,truck,pcss_07-08-15-57-10
31,pcss,2025-08-07 16:08:47.880,2025-08-07 16:08:48.800,right,truck,pcss_07-08-15-57-10
32,pcss,2025-08-07 16:09:02.640,2025-08-07 16:09:21.280,right,truck,pcss_07-08-15-57-10
33,pcss,2025-08-07 16:10:57.080,2025-08-07 16:10:57.100,unknown,truck,pcss_07-08-15-57-10
34,pcss,2025-08-07 16:11:07.740,2025-08-07 16:11:09.240,right,tram,pcss_07-08-15-57-10
35,pcss,2025-08-07 16:11:43.920,2025-08-07 16:11:43.980,unknown,truck,pcss_07-08-15-57-10
36,pcss,2025-08-07 16:11:48.380,2025-08-07 16:11:50.060,right,truck,pcss_07-08-15-57-10
37,pcss,2025-08-07 16:12:46.520,2025-08-07 16:12:48.340,left,tram,pcss_07-08-15-57-10
38,pcss,2025-08-07 16:12:49.180,2025-08-07 16:12:50.040,left,tram,pcss_07-08-15-57-10
39,pcss,2025-08-07 16:13:12.700,2025-08-07 16:13:13.600,right,tram,pcss_07-08-15-57-10
40,pcss,2025-08-07 16:13:14.700,2025-08-07 16:13:16.720,right,tram,pcss_07-08-15-57-10
41,pcss,2025-08-07 16:14:00.760,2025-08-07 16:14:02.280,left,tram,pcss_07-08-15-57-10
42,pcss,2025-08-07 16:14:20.140,2025-08-07 16:14:21.660,right,truck,pcss_07-08-15-57-10
43,pcss,2025-08-07 16:14:26.320,2025-08-07 16:14:27.020,right,truck,pcss_07-08-15-57-10
44,pcss,2025-08-07 16:14:34.880,2025-08-07 16:14:37.020,right,truck,pcss_07-08-15-57-10
45,pcss,2025-08-07 16:14:40.300,2025-08-07 16:14:41.060,right,truck,pcss_07-08-15-57-10
46,pcss,2025-08-07 16:15:37.720,2025-08-07 16:15:37.980,left,tram,pcss_07-08-15-57-10
47,pcss,2025-08-07 16:15:39.040,2025-08-07 16:15:39.220,left,tram,pcss_07-08-15-57-10
48,pcss,2025-08-07 16:16:28.160,2025-08-07 16:16:38.640,right,truck,pcss_07-08-15-57-10
49,pcss,2025-08-07 16:17:05.240,2025-08-07 16:17:08.620,right,truck,pcss_07-08-15-57-10
50,pcss,2025-08-07 16:19:32.540,2025-08-07 16:19:32.560,right,truck,pcss_07-08-15-57-10
51,pcss,2025-08-07 16:19:42.600,2025-08-07 16:19:45.460,right,truck,pcss_07-08-15-57-10
53,pcss,2025-08-07 16:20:02.140,2025-08-07 16:20:03.580,left,tram,pcss_07-08-15-57-10
52,pcss,2025-08-07 16:19:58.360,2025-08-07 16:20:04.760,left,tram,pcss_07-08-15-57-10
54,pcss,2025-08-07 16:20:05.600,2025-08-07 16:20:06.340,right,truck,pcss_07-08-15-57-10
55,pcss,2025-08-07 16:21:50.580,2025-08-07 16:21:57.940,right,truck,pcss_07-08-15-57-10
56,pcss,2025-08-07 16:21:59.720,2025-08-07 16:21:59.920,right,truck,pcss_07-08-15-57-10
57,pcss,2025-08-07 16:22:01.560,2025-08-07 16:22:01.840,right,tram,pcss_07-08-15-57-10
58,pcss,2025-08-07 16:22:04.460,2025-08-07 16:22:05.200,unknown,tram,pcss_07-08-15-57-10
